9.27221 35000
9.26325 35000
9.26326 35000
9.25624 35000
9.26022 35000
9.24131 35000
9.2473 35000
9.27615 35000
9.22133 35000
9.27619 35000
9.26323 35000
9.2074 35000
12.0947 40000
12.0458 40000
12.0667 40000
12.0687 40000
12.0697 40000
12.0927 40000
12.0577 40000
12.0418 40000
12.0847 40000
12.0936 40000
12.0477 40000
12.0547 40000
12.0936 40000
12.0767 40000
12.0767 40000
12.1286 40000
12.0757 40000
12.1495 40000
12.1066 40000
12.0956 40000
12.0797 40000
12.0857 40000
12.0807 40000
12.0846 40000
12.0757 40000
15.2871 45000
15.303 45000
15.2941 45000
15.2812 45000
15.329 45000
15.2532 45000
15.2592 45000
15.2601 45000
15.2841 45000
15.2801 45000
15.33 45000
15.2433 45000
15.2482 45000
15.2692 45000
15.2911 45000
15.3759 45000
15.2732 45000
15.2931 45000
15.2562 45000
15.3001 45000
15.2961 45000
15.3071 45000
15.3509 45000
15.2991 45000
15.303 45000
18.8606 50000
18.8825 50000
18.8556 50000
18.8645 50000
18.8925 50000
18.9074 50000
18.8915 50000
18.8077 50000
18.8685 50000
18.8486 50000
18.8626 50000
18.8715 50000
18.9074 50000
18.9154 50000
18.8895 50000
18.9064 50000
18.8715 50000
18.8765 50000
18.9453 50000
18.9044 50000
18.8735 50000
18.9034 50000
18.8845 50000
18.9105 50000
18.8835 50000
22.9417 55000
22.8778 55000
22.804 55000
22.8539 55000
22.804 55000
22.8748 55000
22.8469 55000
22.8189 55000
22.7552 55000
22.8289 55000
22.8289 55000
22.784 55000
22.825 55000
22.7841 55000
22.795 55000
22.82 55000
22.7532 55000
22.8419 55000
22.8928 55000
22.781 55000
22.783 55000
22.825 55000
22.804 55000
22.8778 55000
22.809 55000
27.1693 60000
27.1823 60000
27.1604 60000
27.1633 60000
27.1943 60000
27.1534 60000
27.1643 60000
27.1624 60000
27.2172 60000
27.1763 60000
27.1255 60000
27.1065 60000
27.1534 60000
27.2042 60000
27.1893 60000
27.2551 60000
27.1663 60000
27.1175 60000
27.1743 60000
27.2362 60000
27.1634 60000
27.1813 60000
27.1504 60000
27.1923 60000
27.1673 60000
31.9236 65000
31.8688 65000
31.9057 65000
31.8518 65000
31.8907 65000
31.8248 65000
31.8458 65000
31.782 65000
31.8458 65000
31.9376 65000
31.9426 65000
31.9037 65000
31.9027 65000
31.8838 65000
31.9376 65000
31.8229 65000
31.8777 65000
31.8718 65000
31.9126 65000
31.8149 65000
31.9176 65000
31.9396 65000
31.9077 65000
31.9256 65000
31.9136 65000
36.9601 70000
37.017 70000
36.992 70000
36.9283 70000
37.0439 70000
36.9342 70000
36.986 70000
36.8714 70000
36.9801 70000
37.021 70000
36.9521 70000
36.8754 70000
36.9441 70000
36.9791 70000
37.3125 70000
37.016 70000
36.997 70000
36.8953 70000
36.986 70000
36.9452 70000
37.0509 70000
36.9412 70000
36.9212 70000
36.9611 70000
36.999 70000
42.5343 75000
42.3208 75000
42.5372 75000
42.3687 75000
42.4554 75000
42.4335 75000
42.5926 75000
42.3687 75000
42.3906 75000
42.5193 75000
42.5143 75000
42.4424 75000
42.4525 75000
42.3976 75000
42.4973 75000
42.6302 75000
42.5063 75000
42.5562 75000
42.5223 75000
42.4395 75000
42.4554 75000
42.5253 75000
42.3916 75000
42.3497 75000
42.3657 75000
